rx_ts_sec,src_ip,src_port,apid_hex,type,seq,total_bytes,shf,sec_mode,sec_len,mic_state,mic_value,user_len,note
1761179347.357225,127.0.0.1,49482,0x07f,TM,446,70,1,fixed:8,8,none,,56,
1761179347.359328,127.0.0.1,49482,0x0b3,TC,447,144,1,ns8,8,none,,130,
1761179347.361453,127.0.0.1,49482,0x07f,TM,447,70,1,fixed:8,8,none,,56,
1761179347.363573,127.0.0.1,49482,0x0b3,TC,448,144,1,ns8,8,none,,130,
1761179347.365685,127.0.0.1,49482,0x07f,TM,448,70,1,fixed:8,8,none,,56,
1761179347.367793,127.0.0.1,49482,0x0b3,TC,449,144,1,ns8,8,none,,130,
1761179347.369916,127.0.0.1,49482,0x07f,TM,449,70,1,fixed:8,8,none,,56,
1761179347.372003,127.0.0.1,49482,0x0b3,TC,450,144,1,ns8,8,none,,130,
1761179347.374091,127.0.0.1,49482,0x07f,TM,450,70,1,fixed:8,8,none,,56,
1761179347.376150,127.0.0.1,49482,0x0b3,TC,451,144,1,ns8,8,none,,130,
1761179347.378303,127.0.0.1,49482,0x07f,TM,451,70,1,fixed:8,8,none,,56,
1761179347.380401,127.0.0.1,49482,0x0b3,TC,452,144,1,ns8,8,none,,130,
1761179347.382522,127.0.0.1,49482,0x07f,TM,452,70,1,fixed:8,8,none,,56,
1761179347.384622,127.0.0.1,49482,0x0b3,TC,453,144,1,ns8,8,none,,130,
1761179347.386726,127.0.0.1,49482,0x07f,TM,453,70,1,fixed:8,8,none,,56,
1761179347.388836,127.0.0.1,49482,0x0b3,TC,454,144,1,ns8,8,none,,130,
1761179347.390937,127.0.0.1,49482,0x07f,TM,454,70,1,fixed:8,8,none,,56,
1761179347.393025,127.0.0.1,49482,0x0b3,TC,455,144,1,ns8,8,none,,130,
1761179347.395108,127.0.0.1,49482,0x07f,TM,455,70,1,fixed:8,8,none,,56,
1761179347.397224,127.0.0.1,49482,0x0b3,TC,456,144,1,ns8,8,none,,130,
1761179347.399328,127.0.0.1,49482,0x07f,TM,456,70,1,fixed:8,8,none,,56,
